"path","line","category","text"
"extern\include\d3dx9mesh.h","839","E: external artifact / not included by normal D3D9-free build","D3DXCreateSkinInfo("
"extern\include\d3dx9mesh.h","843","E: external artifact / not included by normal D3D9-free build","LPD3DXSKININFO* ppSkinInfo);"
"extern\include\d3dx9mesh.h","848","E: external artifact / not included by normal D3D9-free build","D3DXCreateSkinInfoFVF("
"extern\include\d3dx9mesh.h","852","E: external artifact / not included by normal D3D9-free build","LPD3DXSKININFO* ppSkinInfo);"
"extern\include\d3dx9mesh.h","861","E: external artifact / not included by normal D3D9-free build","D3DXLoadMeshFromXof("
"extern\include\d3dx9mesh.h","862","E: external artifact / not included by normal D3D9-free build","LPD3DXFILEDATA pxofMesh,"
"extern\include\d3dx9mesh.h","865","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppAdjacency,"
"extern\include\d3dx9mesh.h","866","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppMaterials,"
"extern\include\d3dx9mesh.h","867","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppEffectInstances,"
"extern\include\d3dx9mesh.h","869","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH *ppMesh);"
"extern\include\d3dx9mesh.h","871","E: external artifact / not included by normal D3D9-free build","// This similar to D3DXLoadMeshFromXof, except also returns skinning info if present in the file"
"extern\include\d3dx9mesh.h","874","E: external artifact / not included by normal D3D9-free build","D3DXLoadSkinMeshFromXof("
"extern\include\d3dx9mesh.h","875","E: external artifact / not included by normal D3D9-free build","LPD3DXFILEDATA pxofMesh,"
"extern\include\d3dx9mesh.h","878","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER* ppAdjacency,"
"extern\include\d3dx9mesh.h","879","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER* ppMaterials,"
"extern\include\d3dx9mesh.h","880","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppEffectInstances,"
"extern\include\d3dx9mesh.h","882","E: external artifact / not included by normal D3D9-free build","LPD3DXSKININFO* ppSkinInfo,"
"extern\include\d3dx9mesh.h","883","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH* ppMesh);"
"extern\include\d3dx9mesh.h","886","E: external artifact / not included by normal D3D9-free build","// The inverse of D3DXConvertTo{Indexed}BlendedMesh() functions. It figures out the skinning info from"
"extern\include\d3dx9mesh.h","892","E: external artifact / not included by normal D3D9-free build","D3DXCreateSkinInfoFromBlendedMesh("
"extern\include\d3dx9mesh.h","893","E: external artifact / not included by normal D3D9-free build","LPD3DXBASEMESH pMesh,"
"extern\include\d3dx9mesh.h","895","E: external artifact / not included by normal D3D9-free build","CONST D3DXBONECOMBINATION *pBoneCombinationTable,"
"extern\include\d3dx9mesh.h","896","E: external artifact / not included by normal D3D9-free build","LPD3DXSKININFO* ppSkinInfo);"
"extern\include\d3dx9mesh.h","899","E: external artifact / not included by normal D3D9-free build","D3DXTessellateNPatches("
"extern\include\d3dx9mesh.h","900","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMeshIn,"
"extern\include\d3dx9mesh.h","904","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH *ppMeshOut,"
"extern\include\d3dx9mesh.h","905","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppAdjacencyOut);"
"extern\include\d3dx9mesh.h","913","E: external artifact / not included by normal D3D9-free build","D3DXGenerateOutputDecl("
"extern\include\d3dx9mesh.h","922","E: external artifact / not included by normal D3D9-free build","D3DXLoadPatchMeshFromXof("
"extern\include\d3dx9mesh.h","923","E: external artifact / not included by normal D3D9-free build","LPD3DXFILEDATA pXofObjMesh,"
"extern\include\d3dx9mesh.h","926","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppMaterials,"
"extern\include\d3dx9mesh.h","927","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppEffectInstances,"
"extern\include\d3dx9mesh.h","929","E: external artifact / not included by normal D3D9-free build","LPD3DXPATCHMESH *ppMesh);"
"extern\include\d3dx9mesh.h","933","E: external artifact / not included by normal D3D9-free build","D3DXRectPatchSize("
"extern\include\d3dx9mesh.h","940","E: external artifact / not included by normal D3D9-free build","D3DXTriPatchSize("
"extern\include\d3dx9mesh.h","949","E: external artifact / not included by normal D3D9-free build","D3DXTessellateRectPatch("
"extern\include\d3dx9mesh.h","954","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh);"
"extern\include\d3dx9mesh.h","958","E: external artifact / not included by normal D3D9-free build","D3DXTessellateTriPatch("
"extern\include\d3dx9mesh.h","963","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh);"
"extern\include\d3dx9mesh.h","967","E: external artifact / not included by normal D3D9-free build","//creates an NPatch PatchMesh from a D3DXMESH"
"extern\include\d3dx9mesh.h","969","E: external artifact / not included by normal D3D9-free build","D3DXCreateNPatchMesh("
"extern\include\d3dx9mesh.h","970","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMeshSysMem,"
"extern\include\d3dx9mesh.h","971","E: external artifact / not included by normal D3D9-free build","LPD3DXPATCHMESH *pPatchMesh);"
"extern\include\d3dx9mesh.h","976","E: external artifact / not included by normal D3D9-free build","D3DXCreatePatchMesh("
"extern\include\d3dx9mesh.h","977","E: external artifact / not included by normal D3D9-free build","CONST D3DXPATCHINFO *pInfo,     //patch type"
"extern\include\d3dx9mesh.h","983","E: external artifact / not included by normal D3D9-free build","LPD3DXPATCHMESH *pPatchMesh);"
"extern\include\d3dx9mesh.h","989","E: external artifact / not included by normal D3D9-free build","D3DXValidPatchMesh(LPD3DXPATCHMESH pMesh,"
"extern\include\d3dx9mesh.h","992","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppErrorsAndWarnings);"
"extern\include\d3dx9mesh.h","995","E: external artifact / not included by normal D3D9-free build","D3DXGetFVFVertexSize(DWORD FVF);"
"extern\include\d3dx9mesh.h","998","E: external artifact / not included by normal D3D9-free build","D3DXGetDeclVertexSize(CONST D3DVERTEXELEMENT9 *pDecl,DWORD Stream);"
"extern\include\d3dx9mesh.h","1001","E: external artifact / not included by normal D3D9-free build","D3DXGetDeclLength(CONST D3DVERTEXELEMENT9 *pDecl);"
"extern\include\d3dx9mesh.h","1004","E: external artifact / not included by normal D3D9-free build","D3DXDeclaratorFromFVF("
"extern\include\d3dx9mesh.h","1009","E: external artifact / not included by normal D3D9-free build","D3DXFVFFromDeclarator("
"extern\include\d3dx9mesh.h","1014","E: external artifact / not included by normal D3D9-free build","D3DXWeldVertices("
"extern\include\d3dx9mesh.h","1015","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1017","E: external artifact / not included by normal D3D9-free build","CONST D3DXWELDEPSILONS *pEpsilons,"
"extern\include\d3dx9mesh.h","1021","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppVertexRemap);"
"extern\include\d3dx9mesh.h","1023","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXINTERSECTINFO"
"extern\include\d3dx9mesh.h","1029","E: external artifact / not included by normal D3D9-free build","} D3DXINTERSECTINFO, *LPD3DXINTERSECTINFO;"
"extern\include\d3dx9mesh.h","1033","E: external artifact / not included by normal D3D9-free build","D3DXIntersect("
"extern\include\d3dx9mesh.h","1034","E: external artifact / not included by normal D3D9-free build","LPD3DXBASEMESH pMesh,"
"extern\include\d3dx9mesh.h","1035","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayPos,"
"extern\include\d3dx9mesh.h","1036","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayDir,"
"extern\include\d3dx9mesh.h","1042","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppAllHits,    // Array of D3DXINTERSECTINFOs for all hits (not just closest)"
"extern\include\d3dx9mesh.h","1046","E: external artifact / not included by normal D3D9-free build","D3DXIntersectSubset("
"extern\include\d3dx9mesh.h","1047","E: external artifact / not included by normal D3D9-free build","LPD3DXBASEMESH pMesh,"
"extern\include\d3dx9mesh.h","1049","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayPos,"
"extern\include\d3dx9mesh.h","1050","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayDir,"
"extern\include\d3dx9mesh.h","1056","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppAllHits,    // Array of D3DXINTERSECTINFOs for all hits (not just closest)"
"extern\include\d3dx9mesh.h","1060","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXSplitMesh"
"extern\include\d3dx9mesh.h","1062","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMeshIn,"
"extern\include\d3dx9mesh.h","1067","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppMeshArrayOut,"
"extern\include\d3dx9mesh.h","1068","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppAdjacencyArrayOut,"
"extern\include\d3dx9mesh.h","1069","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppFaceRemapArrayOut,"
"extern\include\d3dx9mesh.h","1070","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppVertRemapArrayOut"
"extern\include\d3dx9mesh.h","1073","E: external artifact / not included by normal D3D9-free build","BOOL WINAPI D3DXIntersectTri"
"extern\include\d3dx9mesh.h","1075","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *p0,           // Triangle vertex 0 position"
"extern\include\d3dx9mesh.h","1076","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *p1,           // Triangle vertex 1 position"
"extern\include\d3dx9mesh.h","1077","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *p2,           // Triangle vertex 2 position"
"extern\include\d3dx9mesh.h","1078","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayPos,      // Ray origin"
"extern\include\d3dx9mesh.h","1079","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayDir,      // Ray direction"
"extern\include\d3dx9mesh.h","1085","E: external artifact / not included by normal D3D9-free build","D3DXSphereBoundProbe("
"extern\include\d3dx9mesh.h","1086","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pCenter,"
"extern\include\d3dx9mesh.h","1088","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayPosition,"
"extern\include\d3dx9mesh.h","1089","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayDirection);"
"extern\include\d3dx9mesh.h","1092","E: external artifact / not included by normal D3D9-free build","D3DXBoxBoundProbe("
"extern\include\d3dx9mesh.h","1093","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pMin,"
"extern\include\d3dx9mesh.h","1094","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pMax,"
"extern\include\d3dx9mesh.h","1095","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayPosition,"
"extern\include\d3dx9mesh.h","1096","E: external artifact / not included by normal D3D9-free build","CONST D3DXVECTOR3 *pRayDirection);"
"extern\include\d3dx9mesh.h","1099","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeTangentFrame(ID3DXMesh *pMesh,"
"extern\include\d3dx9mesh.h","1102","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeTangentFrameEx(ID3DXMesh *pMesh,"
"extern\include\d3dx9mesh.h","1116","E: external artifact / not included by normal D3D9-free build","ID3DXMesh **ppMeshOut,"
"extern\include\d3dx9mesh.h","1117","E: external artifact / not included by normal D3D9-free build","ID3DXBuffer **ppVertexMapping);"
"extern\include\d3dx9mesh.h","1120","E: external artifact / not included by normal D3D9-free build","//D3DXComputeTangent"
"extern\include\d3dx9mesh.h","1130","E: external artifact / not included by normal D3D9-free build","//wish D3DXComputeTangent to replace them, then D3DX_DEFAULT specified"
"extern\include\d3dx9mesh.h","1136","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeTangent(LPD3DXMESH Mesh,"
"extern\include\d3dx9mesh.h","1148","E: external artifact / not included by normal D3D9-free build","typedef HRESULT (WINAPI *LPD3DXUVATLASCB)(FLOAT fPercentDone,  LPVOID lpUserContext);"
"extern\include\d3dx9mesh.h","1202","E: external artifact / not included by normal D3D9-free build","//               in some 2-D space. For D3DXUVAtlas, this space is created by"
"extern\include\d3dx9mesh.h","1213","E: external artifact / not included by normal D3D9-free build","//  dwOptions - A combination of flags in the D3DXUVATLAS enum"
"extern\include\d3dx9mesh.h","1228","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXUVAtlasCreate(LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1238","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1242","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH *ppMeshOut,"
"extern\include\d3dx9mesh.h","1243","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppFacePartitioning,"
"extern\include\d3dx9mesh.h","1244","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppVertexRemapArray,"
"extern\include\d3dx9mesh.h","1276","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXUVAtlasPartition(LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1283","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1287","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH *ppMeshOut,"
"extern\include\d3dx9mesh.h","1288","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppFacePartitioning,"
"extern\include\d3dx9mesh.h","1289","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppVertexRemapArray,"
"extern\include\d3dx9mesh.h","1290","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppPartitionResultAdjacency,"
"extern\include\d3dx9mesh.h","1300","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXUVAtlasPack(ID3DXMesh *pMesh,"
"extern\include\d3dx9mesh.h","1306","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1310","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER pFacePartitioning);"
"extern\include\d3dx9mesh.h","1327","E: external artifact / not included by normal D3D9-free build","// This callback is used by D3DXComputeIMTFromSignal."
"extern\include\d3dx9mesh.h","1334","E: external artifact / not included by normal D3D9-free build","typedef HRESULT (WINAPI* LPD3DXIMTSIGNALCALLBACK)"
"extern\include\d3dx9mesh.h","1335","E: external artifact / not included by normal D3D9-free build","(CONST D3DXVECTOR2 *uv,"
"extern\include\d3dx9mesh.h","1357","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeIMTFromPerVertexSignal ("
"extern\include\d3dx9mesh.h","1358","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1363","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1365","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppIMTData);"
"extern\include\d3dx9mesh.h","1383","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeIMTFromSignal("
"extern\include\d3dx9mesh.h","1384","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1389","E: external artifact / not included by normal D3D9-free build","LPD3DXIMTSIGNALCALLBACK pSignalCallback,"
"extern\include\d3dx9mesh.h","1391","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1393","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppIMTData);"
"extern\include\d3dx9mesh.h","1405","E: external artifact / not included by normal D3D9-free build","// dwOptions        - Combination of one or more D3DXIMT flags."
"extern\include\d3dx9mesh.h","1407","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeIMTFromTexture ("
"extern\include\d3dx9mesh.h","1408","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1412","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1414","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppIMTData);"
"extern\include\d3dx9mesh.h","1429","E: external artifact / not included by normal D3D9-free build","// dwOptions        - Combination of one or more D3DXIMT flags"
"extern\include\d3dx9mesh.h","1431","E: external artifact / not included by normal D3D9-free build","HRESULT WINAPI D3DXComputeIMTFromPerTexelSignal("
"extern\include\d3dx9mesh.h","1432","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMesh,"
"extern\include\d3dx9mesh.h","1440","E: external artifact / not included by normal D3D9-free build","LPD3DXUVATLASCB pStatusCallback,"
"extern\include\d3dx9mesh.h","1442","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppIMTData);"
"extern\include\d3dx9mesh.h","1445","E: external artifact / not included by normal D3D9-free build","D3DXConvertMeshSubsetToSingleStrip("
"extern\include\d3dx9mesh.h","1446","E: external artifact / not included by normal D3D9-free build","LPD3DXBASEMESH MeshIn,"
"extern\include\d3dx9mesh.h","1453","E: external artifact / not included by normal D3D9-free build","D3DXConvertMeshSubsetToStrips("
"extern\include\d3dx9mesh.h","1454","E: external artifact / not included by normal D3D9-free build","LPD3DXBASEMESH MeshIn,"
"extern\include\d3dx9mesh.h","1459","E: external artifact / not included by normal D3D9-free build","LPD3DXBUFFER *ppStripLengths,"
"extern\include\d3dx9mesh.h","1465","E: external artifact / not included by normal D3D9-free build","//  D3DXOptimizeFaces:"
"extern\include\d3dx9mesh.h","1469","E: external artifact / not included by normal D3D9-free build","//    by ID3DXMesh::Optimize with the hardware independent option enabled."
"extern\include\d3dx9mesh.h","1483","E: external artifact / not included by normal D3D9-free build","//        the face will have come from.  See ID3DXMesh::Optimize for more info."
"extern\include\d3dx9mesh.h","1487","E: external artifact / not included by normal D3D9-free build","D3DXOptimizeFaces("
"extern\include\d3dx9mesh.h","1496","E: external artifact / not included by normal D3D9-free build","//  D3DXOptimizeVertices:"
"extern\include\d3dx9mesh.h","1500","E: external artifact / not included by normal D3D9-free build","//    remap generated by D3DXOptimizeFaces"
"extern\include\d3dx9mesh.h","1514","E: external artifact / not included by normal D3D9-free build","//        the vertex will have come from.  See ID3DXMesh::Optimize for more info."
"extern\include\d3dx9mesh.h","1518","E: external artifact / not included by normal D3D9-free build","D3DXOptimizeVertices("
"extern\include\d3dx9mesh.h","1537","E: external artifact / not included by normal D3D9-free build","typedef enum _D3DXSHCOMPRESSQUALITYTYPE {"
"extern\include\d3dx9mesh.h","1538","E: external artifact / not included by normal D3D9-free build","D3DXSHCQUAL_FASTLOWQUALITY  = 1,"
"extern\include\d3dx9mesh.h","1539","E: external artifact / not included by normal D3D9-free build","D3DXSHCQUAL_SLOWHIGHQUALITY = 2,"
"extern\include\d3dx9mesh.h","1540","E: external artifact / not included by normal D3D9-free build","D3DXSHCQUAL_FORCE_DWORD     = 0x7fffffff"
"extern\include\d3dx9mesh.h","1541","E: external artifact / not included by normal D3D9-free build","} D3DXSHCOMPRESSQUALITYTYPE;"
"extern\include\d3dx9mesh.h","1543","E: external artifact / not included by normal D3D9-free build","typedef enum _D3DXSHGPUSIMOPT {"
"extern\include\d3dx9mesh.h","1544","E: external artifact / not included by normal D3D9-free build","D3DXSHGPUSIMOPT_SHADOWRES256  = 1,"
"extern\include\d3dx9mesh.h","1545","E: external artifact / not included by normal D3D9-free build","D3DXSHGPUSIMOPT_SHADOWRES512  = 0,"
"extern\include\d3dx9mesh.h","1546","E: external artifact / not included by normal D3D9-free build","D3DXSHGPUSIMOPT_SHADOWRES1024 = 2,"
"extern\include\d3dx9mesh.h","1547","E: external artifact / not included by normal D3D9-free build","D3DXSHGPUSIMOPT_SHADOWRES2048 = 3,"
"extern\include\d3dx9mesh.h","1549","E: external artifact / not included by normal D3D9-free build","D3DXSHGPUSIMOPT_HIGHQUALITY = 4,"
"extern\include\d3dx9mesh.h","1551","E: external artifact / not included by normal D3D9-free build","D3DXSHGPUSIMOPT_FORCE_DWORD = 0x7fffffff"
"extern\include\d3dx9mesh.h","1552","E: external artifact / not included by normal D3D9-free build","} D3DXSHGPUSIMOPT;"
"extern\include\d3dx9mesh.h","1558","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXSHMATERIAL {"
"extern\include\d3dx9mesh.h","1568","E: external artifact / not included by normal D3D9-free build","} D3DXSHMATERIAL;"
"extern\include\d3dx9mesh.h","1570","E: external artifact / not included by normal D3D9-free build","// allocated in D3DXSHPRTCompSplitMeshSC"
"extern\include\d3dx9mesh.h","1574","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXSHPRTSPLITMESHVERTDATA {"
"extern\include\d3dx9mesh.h","1578","E: external artifact / not included by normal D3D9-free build","} D3DXSHPRTSPLITMESHVERTDATA;"
"extern\include\d3dx9mesh.h","1580","E: external artifact / not included by normal D3D9-free build","// used in D3DXSHPRTCompSplitMeshSC"
"extern\include\d3dx9mesh.h","1583","E: external artifact / not included by normal D3D9-free build","typedef struct _D3DXSHPRTSPLITMESHCLUSTERDATA {"
"extern\include\d3dx9mesh.h","1592","E: external artifact / not included by normal D3D9-free build","} D3DXSHPRTSPLITMESHCLUSTERDATA;"
"extern\include\d3dx9mesh.h","1598","E: external artifact / not included by normal D3D9-free build","typedef HRESULT (WINAPI *LPD3DXSHPRTSIMCB)(float fPercentDone,  LPVOID lpUserContext);"
"extern\include\d3dx9mesh.h","1604","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXPRTBuffer,"
"extern\include\d3dx9mesh.h","1608","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXPRTCompBuffer,"
"extern\include\d3dx9mesh.h","1612","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXTextureGutterHelper,"
"extern\include\d3dx9mesh.h","1616","E: external artifact / not included by normal D3D9-free build","DEFINE_GUID(IID_ID3DXPRTEngine,"
"extern\include\d3dx9mesh.h","1621","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXTextureGutterHelper ID3DXTextureGutterHelper;"
"extern\include\d3dx9mesh.h","1622","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXPRTBuffer ID3DXPRTBuffer;"
"extern\include\d3dx9mesh.h","1625","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXPRTBuffer"
"extern\include\d3dx9mesh.h","1631","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXPRTBuffer, IUnknown)"
"extern\include\d3dx9mesh.h","1638","E: external artifact / not included by normal D3D9-free build","// ID3DXPRTBuffer"
"extern\include\d3dx9mesh.h","1660","E: external artifact / not included by normal D3D9-free build","STDMETHOD(AddBuffer)(THIS_ LPD3DXPRTBUFFER pBuffer) PURE;"
"extern\include\d3dx9mesh.h","1664","E: external artifact / not included by normal D3D9-free build","STDMETHOD(AttachGH)(THIS_ LPD3DXTEXTUREGUTTERHELPER) PURE;"
"extern\include\d3dx9mesh.h","1679","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pScene) PURE;"
"extern\include\d3dx9mesh.h","1683","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXPRTCompBuffer ID3DXPRTCompBuffer;"
"extern\include\d3dx9mesh.h","1684","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXPRTCompBuffer *LPD3DXPRTCOMPBUFFER;"
"extern\include\d3dx9mesh.h","1687","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXPRTCompBuffer"
"extern\include\d3dx9mesh.h","1691","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXPRTCompBuffer, IUnknown)"
"extern\include\d3dx9mesh.h","1737","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pScene) PURE;"
"extern\include\d3dx9mesh.h","1742","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXTextureGutterHelper"
"extern\include\d3dx9mesh.h","1744","E: external artifact / not included by normal D3D9-free build","// ID3DXTextureGutterHelper will build and manage"
"extern\include\d3dx9mesh.h","1762","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXTextureGutterHelper, IUnknown)"
"extern\include\d3dx9mesh.h","1769","E: external artifact / not included by normal D3D9-free build","// ID3DXTextureGutterHelper"
"extern\include\d3dx9mesh.h","1787","E: external artifact / not included by normal D3D9-free build","// Applies gutters to a D3DXPRTBuffer"
"extern\include\d3dx9mesh.h","1789","E: external artifact / not included by normal D3D9-free build","STDMETHOD(ApplyGuttersPRT)(THIS_ LPD3DXPRTBUFFER pBuffer);"
"extern\include\d3dx9mesh.h","1808","E: external artifact / not included by normal D3D9-free build","LPD3DXMESH pMeshIn,"
"extern\include\d3dx9mesh.h","1821","E: external artifact / not included by normal D3D9-free build","// BaryMap is a D3DXVECTOR2 per texel"
"extern\include\d3dx9mesh.h","1826","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetBaryMap)(THIS_ D3DXVECTOR2 *pBaryData) PURE;"
"extern\include\d3dx9mesh.h","1828","E: external artifact / not included by normal D3D9-free build","// TexelMap is a D3DXVECTOR2 per texel that"
"extern\include\d3dx9mesh.h","1832","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetTexelMap)(THIS_ D3DXVECTOR2 *pTexelData) PURE;"
"extern\include\d3dx9mesh.h","1846","E: external artifact / not included by normal D3D9-free build","// BaryMap is a D3DXVECTOR2 per texel"
"extern\include\d3dx9mesh.h","1850","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetBaryMap)(THIS_ D3DXVECTOR2 *pBaryData) PURE;"
"extern\include\d3dx9mesh.h","1852","E: external artifact / not included by normal D3D9-free build","// TexelMap is a D3DXVECTOR2 per texel that"
"extern\include\d3dx9mesh.h","1855","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetTexelMap)(THIS_ D3DXVECTOR2 *pTexelData) PURE;"
"extern\include\d3dx9mesh.h","1865","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXPRTEngine ID3DXPRTEngine;"
"extern\include\d3dx9mesh.h","1866","E: external artifact / not included by normal D3D9-free build","typedef interface ID3DXPRTEngine *LPD3DXPRTENGINE;"
"extern\include\d3dx9mesh.h","1869","E: external artifact / not included by normal D3D9-free build","#define INTERFACE ID3DXPRTEngine"
"extern\include\d3dx9mesh.h","1871","E: external artifact / not included by normal D3D9-free build","// ID3DXPRTEngine is used to compute a PRT simulation"
"extern\include\d3dx9mesh.h","1890","E: external artifact / not included by normal D3D9-free build","DECLARE_INTERFACE_(ID3DXPRTEngine, IUnknown)"
"extern\include\d3dx9mesh.h","1897","E: external artifact / not included by normal D3D9-free build","// ID3DXPRTEngine"
"extern\include\d3dx9mesh.h","1912","E: external artifact / not included by normal D3D9-free build","STDMETHOD(SetMeshMaterials)(THIS_ CONST D3DXSHMATERIAL **ppMaterials, UINT NumMeshes,"
"extern\include\d3dx9mesh.h","1933","E: external artifact / not included by normal D3D9-free build","LPD3DXTEXTUREGUTTERHELPER pGH) PURE;"
"extern\include\d3dx9mesh.h","1936","E: external artifact / not included by normal D3D9-free build","STDMETHOD(GetVertexAlbedo)(THIS_ D3DXCOLOR *pVertColors, UINT NumVerts) PURE;"
