ID;Alt;Neue Basis;Kategorie;Entscheidung;Hinweis;Maps;Quelle;2K Download
144;d:/ymir work/terrainmaps/empirewar/stone02.dds;Rock057;Fels & Stein;Noch offen;Unterwasserbewuchs benötigt eine eigene abgeleitete Farbvariante.;season1/metin2_map_empirewar_a01;https://ambientcg.com/a/Rock057;https://ambientcg.com/get?file=Rock057_2K-PNG.zip
145;d:/ymir work/terrainmaps/empirewar/stone03.dds;Rock051;Fels & Stein;Noch offen;Schichtungsrichtung passend zur vorhandenen Fläche.;season1/metin2_map_empirewar_a01;https://ambientcg.com/a/Rock051;https://ambientcg.com/get?file=Rock051_2K-PNG.zip
146;d:/ymir work/terrainmaps/empirewar/summer/field01.dds;Ground103;Erde & Wege;Ausgewählt;Helligkeit an Grass004 angleichen.;season2/metin2_map_empirewar02;https://ambientcg.com/a/Ground103;https://ambientcg.com/get?file=Ground103_2K-PNG.zip
147;d:/ymir work/terrainmaps/empirewar/summer/field02.dds;Ground085;Erde & Wege;Ausgewählt;Warmbraune Grundfarbe und ruhige Details.;season2/metin2_map_empirewar02;https://ambientcg.com/a/Ground085;https://ambientcg.com/get?file=Ground085_2K-PNG.zip
148;d:/ymir work/terrainmaps/empirewar/summer/field03.dds;leafy_grass;Gras & Waldboden;Neuer Vorschlag;"Bewuchsinseln bleiben getrennt; für Gras-/Erde-Übergänge statt einer geschlossenen Rasenfläche.";season2/metin2_map_empirewar02;https://polyhaven.com/a/leafy_grass;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/leafy_grass/leafy_grass_diff_2k.png
149;d:/ymir work/terrainmaps/empirewar/summer/river01.dds;Rocks022;Sand & Kies;Noch offen;Farbigkeit und Helligkeit reduzieren, falls die Steine zu bunt wirken.;season2/metin2_map_empirewar02;https://ambientcg.com/a/Rocks022;https://ambientcg.com/get?file=Rocks022_2K-PNG.zip
150;d:/ymir work/terrainmaps/empirewar/summer/stone01.dds;Rock030;Fels & Stein;Noch offen;Breite Strukturen erhalten, nicht zu fein kacheln.;season2/metin2_map_empirewar02;https://ambientcg.com/a/Rock030;https://ambientcg.com/get?file=Rock030_2K-PNG.zip
151;d:/ymir work/terrainmaps/empirewar/summer/stone02.dds;Rock057;Fels & Stein;Noch offen;Unterwasserbewuchs benötigt eine eigene abgeleitete Farbvariante.;season2/metin2_map_empirewar02;https://ambientcg.com/a/Rock057;https://ambientcg.com/get?file=Rock057_2K-PNG.zip
152;d:/ymir work/terrainmaps/empirewar/summer/stone03.dds;Rock051;Fels & Stein;Noch offen;Schichtungsrichtung passend zur vorhandenen Fläche.;season2/metin2_map_empirewar02;https://ambientcg.com/a/Rock051;https://ambientcg.com/get?file=Rock051_2K-PNG.zip
153;d:/ymir work/terrainmaps/empirewar/summer/tile01.dds;PavingStones111;Pflaster & Platten;Noch offen;Vorhandene Fugenrichtung und Plattengröße beachten.;season2/metin2_map_empirewar02;https://ambientcg.com/a/PavingStones111;https://ambientcg.com/get?file=PavingStones111_2K-PNG.zip
154;d:/ymir work/terrainmaps/empirewar/summer/tile02.dds;PavingStones070;Pflaster & Platten;Noch offen;Gedämpfte Grautöne und dezente Fugen.;season2/metin2_map_empirewar02;https://ambientcg.com/a/PavingStones070;https://ambientcg.com/get?file=PavingStones070_2K-PNG.zip
155;d:/ymir work/terrainmaps/empirewar/summer/tile03.dds;PavingStones141;Pflaster & Platten;Noch offen;Warmgrau statt stark orange abstimmen.;season2/metin2_map_empirewar02;https://ambientcg.com/a/PavingStones141;https://ambientcg.com/get?file=PavingStones141_2K-PNG.zip
156;d:/ymir work/terrainmaps/empirewar/summer/tile04.dds;PavingStones111;Pflaster & Platten;Noch offen;Vorhandene Fugenrichtung und Plattengröße beachten.;season2/metin2_map_empirewar02;https://ambientcg.com/a/PavingStones111;https://ambientcg.com/get?file=PavingStones111_2K-PNG.zip
157;d:/ymir work/terrainmaps/empirewar/tile01.dds;PavingStones111;Pflaster & Platten;Noch offen;Vorhandene Fugenrichtung und Plattengröße beachten.;season1/metin2_map_empirewar_a01;https://ambientcg.com/a/PavingStones111;https://ambientcg.com/get?file=PavingStones111_2K-PNG.zip
158;d:/ymir work/terrainmaps/empirewar/tile02.dds;PavingStones070;Pflaster & Platten;Noch offen;Gedämpfte Grautöne und dezente Fugen.;season1/metin2_map_empirewar_a01;https://ambientcg.com/a/PavingStones070;https://ambientcg.com/get?file=PavingStones070_2K-PNG.zip
159;d:/ymir work/terrainmaps/empirewar/tile03.dds;PavingStones141;Pflaster & Platten;Noch offen;Warmgrau statt stark orange abstimmen.;season1/metin2_map_empirewar_a01;https://ambientcg.com/a/PavingStones141;https://ambientcg.com/get?file=PavingStones141_2K-PNG.zip
160;d:/ymir work/terrainmaps/empirewar/tile04.dds;PavingStones111;Pflaster & Platten;Noch offen;Vorhandene Fugenrichtung und Plattengröße beachten.;season1/metin2_map_empirewar_a01;https://ambientcg.com/a/PavingStones111;https://ambientcg.com/get?file=PavingStones111_2K-PNG.zip
161;d:/ymir work/terrainmaps/g/field/cliff_swp_05.dds;Rock051;Fels & Stein;Noch offen;Schichtungsrichtung passend zur vorhandenen Fläche.;metin2_map_t3, metin2_map_t4;https://ambientcg.com/a/Rock051;https://ambientcg.com/get?file=Rock051_2K-PNG.zip
162;d:/ymir work/terrainmaps/g/field/field 01.dds;forest_ground_04;Gras & Waldboden;Neuer Vorschlag;"Der Erd- und Steinanteil bleibt dominant; keine großen roten Felsen oder Grasdecke hinzufügen.";metin2_map_duel, metin2_map_t2, metin2_map_t3, metin2_map_t4;https://polyhaven.com/a/forest_ground_04;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forest_ground_04/forest_ground_04_diff_2k.png
163;d:/ymir work/terrainmaps/g/field/field 02.dds;PavingStones054;Pflaster & Platten;Noch offen;Nicht für intakte Dorfplätze verwenden.;metin2_map_t2, metin2_map_t3, metin2_map_t4;https://ambientcg.com/a/PavingStones054;https://ambientcg.com/get?file=PavingStones054_2K-PNG.zip
164;d:/ymir work/terrainmaps/g/field/field 03.dds;forest_ground_06;Gras & Waldboden;Neuer Vorschlag;"Ruhiger dunkler Grund für schattige Waldflächen; Farbton der jeweiligen Karte beim Einbau berücksichtigen.";metin2_map_t2;https://polyhaven.com/a/forest_ground_06;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forest_ground_06/forest_ground_06_diff_2k.png
165;d:/ymir work/terrainmaps/g/field/field 04.dds;Ground103;Erde & Wege;Ausgewählt;Helligkeit an Grass004 angleichen.;metin2_map_t2;https://ambientcg.com/a/Ground103;https://ambientcg.com/get?file=Ground103_2K-PNG.zip
166;d:/ymir work/terrainmaps/g/field/field 05.dds;forest_ground_04;Gras & Waldboden;Neuer Vorschlag;"Der Erd- und Steinanteil bleibt dominant; keine großen roten Felsen oder Grasdecke hinzufügen.";metin2_map_t3, metin2_map_t4;https://polyhaven.com/a/forest_ground_04;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forest_ground_04/forest_ground_04_diff_2k.png
167;d:/ymir work/terrainmaps/g/field/field 06.dds;mossy_rock;Gras & Waldboden;Neuer Vorschlag;Für die steinigen Gras-/Wald-Layer: graue Steinanteile erhalten, nicht zu einer reinen Rasenfläche machen.;metin2_map_t3, metin2_map_t4, season1/metin2_map_nusluck01, season1/metin2_map_wl_01;https://polyhaven.com/a/mossy_rock;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/mossy_rock/mossy_rock_diff_2k.png
168;d:/ymir work/terrainmaps/guild_village/guild_village_cliff002.dds;Rock051;Fels & Stein;Noch offen;Schichtungsrichtung passend zur vorhandenen Fläche.;metin2_guild_village;https://ambientcg.com/a/Rock051;https://ambientcg.com/get?file=Rock051_2K-PNG.zip
169;d:/ymir work/terrainmaps/guild_village/guild_village_field001.dds;Ground103;Erde & Wege;Ausgewählt;Helligkeit an Grass004 angleichen.;metin2_guild_village;https://ambientcg.com/a/Ground103;https://ambientcg.com/get?file=Ground103_2K-PNG.zip
170;d:/ymir work/terrainmaps/guild_village/guild_village_field003.dds;leafy_grass;Gras & Waldboden;Neuer Vorschlag;"Bewuchsinseln bleiben getrennt; für Gras-/Erde-Übergänge statt einer geschlossenen Rasenfläche.";metin2_guild_village;https://polyhaven.com/a/leafy_grass;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/leafy_grass/leafy_grass_diff_2k.png
171;d:/ymir work/terrainmaps/guild_village/stone_tile_002.dds;PavingStones070;Pflaster & Platten;Noch offen;Gedämpfte Grautöne und dezente Fugen.;metin2_guild_village;https://ambientcg.com/a/PavingStones070;https://ambientcg.com/get?file=PavingStones070_2K-PNG.zip
172;d:/ymir work/terrainmaps/mtthunder/mtthunder_field01.dds;Ground067;Erde & Wege;Ausgewählt;Gleiche Farbfamilie für zusammenhängende Wüsten- und Bergflächen.;metin2_map_capedragonhead, metin2_map_mt_thunder;https://ambientcg.com/a/Ground067;https://ambientcg.com/get?file=Ground067_2K-PNG.zip
173;d:/ymir work/terrainmaps/mtthunder/mtthunder_field02.dds;Ground087;Erde & Wege;Ausgewählt;Mit rissigem Lehmboden zu trockenen Erdflächen kombinieren.;metin2_map_mt_thunder;https://ambientcg.com/a/Ground087;https://ambientcg.com/get?file=Ground087_2K-PNG.zip
174;d:/ymir work/terrainmaps/mtthunder/mtthunder_field03.dds;forest_ground_06;Gras & Waldboden;Neuer Vorschlag;"Ruhiger dunkler Grund für schattige Waldflächen; Farbton der jeweiligen Karte beim Einbau berücksichtigen.";metin2_map_mt_thunder;https://polyhaven.com/a/forest_ground_06;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forest_ground_06/forest_ground_06_diff_2k.png
175;d:/ymir work/terrainmaps/mtthunder/mtthunder_field04.dds;forrest_ground_01;Gras & Waldboden;Neuer Vorschlag;"Dezentes Waldgrün statt der bisherigen gelbgrünen Moosbasis; vor Einbau an die dunklere Kartenhelligkeit angleichen.";metin2_map_mt_thunder;https://polyhaven.com/a/forrest_ground_01;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forrest_ground_01/forrest_ground_01_diff_2k.png
176;d:/ymir work/terrainmaps/mtthunder/mtthunder_sand00.dds;Ground079L;Sand & Kies;Ausgewählt;Je nach Karte warmbeige oder dunkler abstimmen.;metin2_map_mt_thunder;https://ambientcg.com/a/Ground079L;https://ambientcg.com/get?file=Ground079L_2K-PNG.zip
177;d:/ymir work/terrainmaps/mtthunder/mtthunder_stone01.dds;Rock029;Fels & Stein;Noch offen;Mit der rötlichen Erde zusammen abstimmen.;metin2_map_mt_thunder;https://ambientcg.com/a/Rock029;https://ambientcg.com/get?file=Rock029_2K-PNG.zip
178;d:/ymir work/terrainmaps/mtthunder/mtthunder_stone02.dds;Rock029;Fels & Stein;Noch offen;Mit der rötlichen Erde zusammen abstimmen.;metin2_map_mt_thunder;https://ambientcg.com/a/Rock029;https://ambientcg.com/get?file=Rock029_2K-PNG.zip
179;d:/ymir work/terrainmaps/mtthunder/mtthunder_stone03.dds;Rock029;Fels & Stein;Noch offen;Mit der rötlichen Erde zusammen abstimmen.;metin2_map_mt_thunder;https://ambientcg.com/a/Rock029;https://ambientcg.com/get?file=Rock029_2K-PNG.zip
180;d:/ymir work/terrainmaps/n/desert/field/field 01.dds;Ground085;Erde & Wege;Ausgewählt;Warmbraune Grundfarbe und ruhige Details.;metin2_map_n_desert_01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Ground085;https://ambientcg.com/get?file=Ground085_2K-PNG.zip
181;d:/ymir work/terrainmaps/n/desert/field/field 02.dds;Ground067;Erde & Wege;Ausgewählt;Gleiche Farbfamilie für zusammenhängende Wüsten- und Bergflächen.;metin2_map_n_desert_01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Ground067;https://ambientcg.com/get?file=Ground067_2K-PNG.zip
182;d:/ymir work/terrainmaps/n/desert/field/field 03.dds;Ground085;Erde & Wege;Ausgewählt;Warmbraune Grundfarbe und ruhige Details.;metin2_map_n_desert_01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Ground085;https://ambientcg.com/get?file=Ground085_2K-PNG.zip
183;d:/ymir work/terrainmaps/n/desert/sand/sand01.dds;Ground093A;Sand & Kies;Ausgewählt;Rillenrichtung und Größe an bestehende Flächen anpassen.;metin2_map_n_desert_01, season1/metin2_map_nusluck01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season1/metin2_map_wl_01, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Ground093A;https://ambientcg.com/get?file=Ground093A_2K-PNG.zip
184;d:/ymir work/terrainmaps/n/desert/sand/sand02.dds;mud_cracked_dry_riverbed_002;Erde & Wege;Ausgewählt;"Tiefe natürliche Risse erhalten; auf warmbraune Originalfarbe abstimmen.";metin2_map_n_desert_01, season1/metin2_map_nusluck01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season1/metin2_map_wl_01, season2/metin2_map_n_desert_02;https://polyhaven.com/a/mud_cracked_dry_riverbed_002;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/mud_cracked_dry_riverbed_002/mud_cracked_dry_riverbed_002_diff_2k.png
185;d:/ymir work/terrainmaps/n/desert/sand/sand03.dds;Ground079S;Sand & Kies;Ausgewählt;Als Übergang zwischen Erde und feinem Sand.;metin2_map_n_desert_01, season1/metin2_map_nusluck01, season1/metin2_map_oxevent, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season1/metin2_map_wl_01, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Ground079S;https://ambientcg.com/get?file=Ground079S_2K-PNG.zip
186;d:/ymir work/terrainmaps/n/desert/stone/stone01.dds;Rock061;Fels & Stein;Noch offen;Für horizontale Böden die Schichtung weniger dominant halten.;metin2_map_n_desert_01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Rock061;https://ambientcg.com/get?file=Rock061_2K-PNG.zip
187;d:/ymir work/terrainmaps/n/desert/stone/stone02.dds;Rock029;Fels & Stein;Noch offen;Mit der rötlichen Erde zusammen abstimmen.;metin2_map_n_desert_01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Rock029;https://ambientcg.com/get?file=Rock029_2K-PNG.zip
188;d:/ymir work/terrainmaps/n/desert/stone/stone03.dds;Rock030;Fels & Stein;Noch offen;Breite Strukturen erhalten, nicht zu fein kacheln.;metin2_map_n_desert_01, season1/metin2_map_sungzi_desert_01, season1/metin2_map_sungzi_desert_hill_01, season1/metin2_map_sungzi_desert_hill_02, season1/metin2_map_sungzi_desert_hill_03, season2/metin2_map_n_desert_02;https://ambientcg.com/a/Rock030;https://ambientcg.com/get?file=Rock030_2K-PNG.zip
189;d:/ymir work/terrainmaps/n/flame area/tile01.dds;Tiles093;Pflaster & Platten;Noch offen;Fugen nicht zu hell abstimmen.;metin2_map_n_flame_01, metin2_map_n_flame_dungeon_01, season1/metin2_map_shinsutest_01, season1/metin2_map_siege_01, season1/metin2_map_siege_02, season1/metin2_map_siege_03, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Tiles093;https://ambientcg.com/get?file=Tiles093_2K-PNG.zip
190;d:/ymir work/terrainmaps/n/flame area/valcano_01.dds;Rock031;Fels & Stein;Ausgewählt;Dunkel halten, Details in Schatten prüfen.;metin2_map_n_flame_01, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Rock031;https://ambientcg.com/get?file=Rock031_2K-PNG.zip
191;d:/ymir work/terrainmaps/n/flame area/valcano_02.dds;Rock031;Fels & Stein;Ausgewählt;Dunkel halten, Details in Schatten prüfen.;metin2_map_n_flame_01, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Rock031;https://ambientcg.com/get?file=Rock031_2K-PNG.zip
192;d:/ymir work/terrainmaps/n/flame area/valcano_03.dds;Gravel040;Sand & Kies;Ausgewählt;Warme und kalte Kartenvarianten aus derselben Basis möglich.;metin2_map_n_flame_01, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Gravel040;https://ambientcg.com/get?file=Gravel040_2K-PNG.zip
193;d:/ymir work/terrainmaps/n/flame area/valcano_04.dds;Lava002;Lava & Vulkan;Ausgewählt;"Dunklen Felsanteil erhalten; Leuchten gesondert prüfen.";metin2_map_n_flame_01, metin2_map_n_flame_dungeon_01, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Lava002;https://ambientcg.com/get?file=Lava002_2K-PNG.zip
194;d:/ymir work/terrainmaps/n/flame area/valcano_05.dds;Rock031;Fels & Stein;Ausgewählt;Dunkel halten, Details in Schatten prüfen.;metin2_map_n_flame_dungeon_01;https://ambientcg.com/a/Rock031;https://ambientcg.com/get?file=Rock031_2K-PNG.zip
195;d:/ymir work/terrainmaps/n/flame area/valcano_magma_01.dds;Lava004;Lava & Vulkan;Ausgewählt;"Quellvorschau enthält Leuchten; das muss beim Einbau gesondert umgesetzt werden.";metin2_map_n_flame_01, metin2_map_n_flame_dungeon_01, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Lava004;https://ambientcg.com/get?file=Lava004_2K-PNG.zip
196;d:/ymir work/terrainmaps/n/flame area/valcano_rock.dds;Rock031;Fels & Stein;Ausgewählt;Dunkel halten, Details in Schatten prüfen.;metin2_map_n_flame_01, metin2_map_n_flame_dungeon_01, season1/metin2_map_sungzi_flame_hill_01, season1/metin2_map_sungzi_flame_hill_02, season1/metin2_map_sungzi_flame_hill_03, season2/metin2_map_n_flame_02;https://ambientcg.com/a/Rock031;https://ambientcg.com/get?file=Rock031_2K-PNG.zip
197;d:/ymir work/terrainmaps/n/snow.m/field 01.dds;Snow013;Schnee & Eis;Noch offen;Für Wege und kompaktere Winterflächen.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Snow013;https://ambientcg.com/get?file=Snow013_2K-PNG.zip
198;d:/ymir work/terrainmaps/n/snow.m/field 02.dds;Ground085;Erde & Wege;Ausgewählt;Warmbraune Grundfarbe und ruhige Details.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Ground085;https://ambientcg.com/get?file=Ground085_2K-PNG.zip
199;d:/ymir work/terrainmaps/n/snow.m/field 03.dds;Ground103;Erde & Wege;Ausgewählt;Helligkeit an Grass004 angleichen.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Ground103;https://ambientcg.com/get?file=Ground103_2K-PNG.zip
200;d:/ymir work/terrainmaps/n/snow.m/ice_quest.dds;Ice003;Schnee & Eis;Noch offen;Bläuliche Quest-Eisstruktur und markante Risse aus dem Original erhalten.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Ice003;https://ambientcg.com/get?file=Ice003_2K-PNG.zip
201;d:/ymir work/terrainmaps/n/snow.m/snow01.dds;Snow010A;Schnee & Eis;Noch offen;Auch als Schneeschicht für Stein und Pflaster vorgesehen.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Snow010A;https://ambientcg.com/get?file=Snow010A_2K-PNG.zip
202;d:/ymir work/terrainmaps/n/snow.m/snow02.dds;Snow013;Schnee & Eis;Noch offen;Für Wege und kompaktere Winterflächen.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Snow013;https://ambientcg.com/get?file=Snow013_2K-PNG.zip
203;d:/ymir work/terrainmaps/n/snow.m/snow03.dds;Snow010A;Schnee & Eis;Noch offen;Auch als Schneeschicht für Stein und Pflaster vorgesehen.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Snow010A;https://ambientcg.com/get?file=Snow010A_2K-PNG.zip
204;d:/ymir work/terrainmaps/n/snow.m/stone01.dds;Rock026;Fels & Stein;Noch offen;Schneeschicht auf Fels als eigene 2K-Variante kombinieren.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Rock026;https://ambientcg.com/get?file=Rock026_2K-PNG.zip
205;d:/ymir work/terrainmaps/n/snow.m/stone03.dds;Rock026;Fels & Stein;Noch offen;Schneeschicht auf Fels als eigene 2K-Variante kombinieren.;map_n_snowm_01, season1/metin2_map_sungzi_snow, season1/metin2_map_sungzi_snow_pass01, season1/metin2_map_sungzi_snow_pass02, season1/metin2_map_sungzi_snow_pass03, season2/map_n_snowm_02;https://ambientcg.com/a/Rock026;https://ambientcg.com/get?file=Rock026_2K-PNG.zip
206;d:/ymir work/terrainmaps/n/snow.m/tile04.dds;PavingStones111;Pflaster & Platten;Noch offen;Vorhandene Fugenrichtung und Plattengröße beachten.;season1/metin2_map_shinsutest_01, season1/metin2_map_siege_01, season1/metin2_map_siege_02, season1/metin2_map_siege_03;https://ambientcg.com/a/PavingStones111;https://ambientcg.com/get?file=PavingStones111_2K-PNG.zip
207;d:/ymir work/terrainmaps/n/snow.m/tile05.dds;Tiles130;Pflaster & Platten;Noch offen;Das charakteristische Steinornament aus dem Original erhalten.;season1/metin2_map_shinsutest_01, season1/metin2_map_siege_01, season1/metin2_map_siege_02, season1/metin2_map_siege_03;https://ambientcg.com/a/Tiles130;https://ambientcg.com/get?file=Tiles130_2K-PNG.zip
208;d:/ymir work/terrainmaps/trent/field/field 01.dds;forrest_ground_03;Gras & Waldboden;Neuer Vorschlag;"Feine Streu statt großer bunter Herbstblätter; für trockene Waldflächen und Übergänge.";metin2_map_trent, metin2_map_trent02, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://polyhaven.com/a/forrest_ground_03;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forrest_ground_03/forrest_ground_03_diff_2k.png
209;d:/ymir work/terrainmaps/trent/field/field 02.dds;forrest_ground_01;Gras & Waldboden;Neuer Vorschlag;"Dezentes Waldgrün statt der bisherigen gelbgrünen Moosbasis; vor Einbau an die dunklere Kartenhelligkeit angleichen.";metin2_map_trent, metin2_map_trent02, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://polyhaven.com/a/forrest_ground_01;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forrest_ground_01/forrest_ground_01_diff_2k.png
210;d:/ymir work/terrainmaps/trent/field/field 03.dds;forest_ground_04;Gras & Waldboden;Neuer Vorschlag;"Der Erd- und Steinanteil bleibt dominant; keine großen roten Felsen oder Grasdecke hinzufügen.";metin2_map_trent, metin2_map_trent02, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://polyhaven.com/a/forest_ground_04;https://dl.polyhaven.org/file/ph-assets/Textures/png/2k/forest_ground_04/forest_ground_04_diff_2k.png
211;d:/ymir work/terrainmaps/trent/stone/stone01.dds;Rock057;Fels & Stein;Noch offen;Unterwasserbewuchs benötigt eine eigene abgeleitete Farbvariante.;metin2_map_trent, metin2_map_trent02, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://ambientcg.com/a/Rock057;https://ambientcg.com/get?file=Rock057_2K-PNG.zip
212;d:/ymir work/terrainmaps/trent/stone/stone02.dds;Rock030;Fels & Stein;Noch offen;Breite Strukturen erhalten, nicht zu fein kacheln.;metin2_map_trent, metin2_map_trent02, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://ambientcg.com/a/Rock030;https://ambientcg.com/get?file=Rock030_2K-PNG.zip
213;d:/ymir work/terrainmaps/trent/stone/stone03.dds;Rock051;Fels & Stein;Noch offen;Schichtungsrichtung passend zur vorhandenen Fläche.;metin2_map_trent, metin2_map_trent02, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://ambientcg.com/a/Rock051;https://ambientcg.com/get?file=Rock051_2K-PNG.zip
214;d:/ymir work/terrainmaps/trent/tile/tile01.dds;PavingStones141;Pflaster & Platten;Noch offen;Warmgrau statt stark orange abstimmen.;metin2_map_trent, metin2_map_trent02, season1/metin2_map_oxevent, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://ambientcg.com/a/PavingStones141;https://ambientcg.com/get?file=PavingStones141_2K-PNG.zip
215;d:/ymir work/terrainmaps/trent/tile/tile02.dds;Tiles130;Pflaster & Platten;Noch offen;"Das charakteristische Steinornament aus dem Original erhalten; bemooste Variante ausarbeiten.";metin2_map_trent, metin2_map_trent02, season1/metin2_map_oxevent, season2/metin2_map_trent02_a, season2/metin2_map_trent_a;https://ambientcg.com/a/Tiles130;https://ambientcg.com/get?file=Tiles130_2K-PNG.zip
216;d:/ymir work/zone/dungeon/snow_dungeon/tile_ice00.dds;Ice003;Schnee & Eis;Noch offen;Die vorhandene bläuliche Farbwelt gezielt erhalten.;metin2_map_n_snow_dungeon_01;https://ambientcg.com/a/Ice003;https://ambientcg.com/get?file=Ice003_2K-PNG.zip
