"File","Line","ClassFunction","GrannyTypeOrSymbol","Purpose","Category","MigrationD1X","ReferenceKind","Source"
"src/EterGrnLib/Model.cpp","372","CGrannyModel::CreateFromAsset","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModel::CreateFromAsset(AssetRuntime::ModelHandle asset)"
"src/EterGrnLib/Model.cpp","377","CGrannyModel::CreateFromAsset","GrannyInterop","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","m_pgrnModel = AssetRuntime::GrannyInterop::GetModel(m_asset);"
"src/EterGrnLib/Model.cpp","392","CGrannyModel::CreateFromGrannyModelPointer","CGrannyModel;granny_model","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","bool CGrannyModel::CreateFromGrannyModelPointer(granny_model* pgrnModel)"
"src/EterGrnLib/Model.cpp","423","CGrannyModel::GetIdxCount","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","int CGrannyModel::GetIdxCount()"
"src/EterGrnLib/Model.cpp","428","CGrannyModel::CreateDeviceObjects","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModel::CreateDeviceObjects()"
"src/EterGrnLib/Model.cpp","442","CGrannyModel::CreateDeviceObjects","CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMesh& rMesh = m_meshs[i];"
"src/EterGrnLib/Model.cpp","449","CGrannyModel::DestroyDeviceObjects","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModel::DestroyDeviceObjects()"
"src/EterGrnLib/Model.cpp","455","CGrannyModel::IsEmpty","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModel::IsEmpty() const"
"src/EterGrnLib/Model.cpp","463","CGrannyModel::Destroy","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModel::Destroy()"
"src/EterGrnLib/Model.cpp","479","CGrannyModel::__LoadVertices","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModel::__LoadVertices()"
"src/EterGrnLib/Model.cpp","498","CGrannyModel::__LoadVertices","CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMesh& rMesh = m_meshs[m];"
"src/EterGrnLib/Model.cpp","506","CGrannyModel::Initialize","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModel::Initialize()"
"src/EterGrnLib/Model.cpp","532","CGrannyModel::CaptureStaticObjectSource","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModel::CaptureStaticObjectSource()"
"src/EterGrnLib/Model.cpp","543","CGrannyModel::CaptureStaticObjectSource","Granny","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","A","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","comment","// Same original conversion and offsets, while Granny file sections are alive."
"src/EterGrnLib/Model.cpp","552","CGrannyModel::CaptureActorSource","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModel::CaptureActorSource(bool attachment)"
"src/EterGrnLib/Model.cpp","572","CGrannyModel::CGrannyModel","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel::CGrannyModel()"
"src/EterGrnLib/Model.cpp","577","CGrannyModel::~CGrannyModel","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel::~CGrannyModel()"
"src/EterGrnLib/Model.h","12","CGrannyModel","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","class CGrannyModel : public CReferenceObject"
"src/EterGrnLib/Model.h","18","CGrannyModel","CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","const CGrannyMesh * pMesh;"
"src/EterGrnLib/Model.h","23","CGrannyModel","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel();"
"src/EterGrnLib/Model.h","24","CGrannyModel","CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","virtual ~CGrannyModel();"
"src/EterGrnLib/Model.h","27","CGrannyModel::CreateFromGrannyModelPointer","granny_model","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","bool CreateFromGrannyModelPointer(granny_model* pgrnModel);"
"src/EterGrnLib/Model.h","47","CGrannyModel::GetMeshCount","CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMesh * GetMeshPointer(int iMesh);"
"src/EterGrnLib/Model.h","48","CGrannyModel::GetMeshCount","granny_model","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_model * GetGrannyModelPointer();"
"src/EterGrnLib/Model.h","49","CGrannyModel::GetMeshCount","CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","const CGrannyMesh* GetMeshPointer(int iMesh) const;"
"src/EterGrnLib/Model.h","52","CGrannyModel::GetMeshCount","CGrannyMaterial;CGrannyMesh;CGrannyModel","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B;C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","const CGrannyModel::TMeshNode*  GetMeshNodeList(CGrannyMesh::EType eMeshType, CGrannyMaterial::EType eMtrlType) const;"
"src/EterGrnLib/Model.h","57","CGrannyModel::UnlockVertices","CGrannyMaterialPalette","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","const CGrannyMaterialPalette& GetMaterialPalette() const;"
"src/EterGrnLib/Model.h","60","CGrannyModel::CaptureStaticObjectSource","Granny","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B;G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","comment","// ZiiNAN: Capture before Granny frees its deformable index section."
"src/EterGrnLib/Model.h","73","CGrannyModel::AppendMeshNode","CGrannyMaterial;CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B;C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void AppendMeshNode(CGrannyMesh::EType eMeshType, CGrannyMaterial::EType eMtrlType, int iMesh);"
"src/EterGrnLib/Model.h","76","CGrannyModel::AppendMeshNode","Granny","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","comment","// Granny Data"
"src/EterGrnLib/Model.h","77","CGrannyModel::AppendMeshNode","granny_model","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_model *			m_pgrnModel;"
"src/EterGrnLib/Model.h","80","CGrannyModel::AppendMeshNode","CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMesh *			m_meshs;"
"src/EterGrnLib/Model.h","86","CGrannyModel::AppendMeshNode","CGrannyMaterial;CGrannyMesh","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","B;C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","TMeshNode *				m_meshNodeLists[CGrannyMesh::TYPE_MAX_NUM][CGrannyMaterial::TYPE_MAX_NUM];"
"src/EterGrnLib/Model.h","98","CGrannyModel::AppendMeshNode","CGrannyMaterialPalette","Model geometry aggregation, source capture, rigid/skinned buffers and CPU fallback","C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMaterialPalette	m_kMtrlPal;"
"src/EterGrnLib/ModelInstance.cpp","7","CGrannyModelInstance::GetModel","CGrannyModel;CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel* CGrannyModelInstance::GetModel()"
"src/EterGrnLib/ModelInstance.cpp","12","CGrannyModelInstance::SetMaterialImagePointer","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::SetMaterialImagePointer(const char* c_szImageName, CGraphicImage* pImage)"
"src/EterGrnLib/ModelInstance.cpp","17","CGrannyModelInstance::SetMaterialData","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::SetMaterialData(const char* c_szImageName, const SMaterialData& c_rkMaterialData)"
"src/EterGrnLib/ModelInstance.cpp","24","CGrannyModelInstance::SetSpecularInfo","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::SetSpecularInfo(const char* c_szMtrlName, BOOL bEnable, float fPower)"
"src/EterGrnLib/ModelInstance.cpp","29","CGrannyModelInstance::SetLocalTime","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::SetLocalTime(float fLocalTime)"
"src/EterGrnLib/ModelInstance.cpp","34","CGrannyModelInstance::ResetLocalTime","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","int CGrannyModelInstance::ResetLocalTime()"
"src/EterGrnLib/ModelInstance.cpp","40","CGrannyModelInstance::GetLocalTime","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","float CGrannyModelInstance::GetLocalTime()"
"src/EterGrnLib/ModelInstance.cpp","45","CGrannyModelInstance::SetParentModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::SetParentModelInstance(const CGrannyModelInstance* c_pParentModelInstance, const char * c_szBoneName)"
"src/EterGrnLib/ModelInstance.cpp","54","CGrannyModelInstance::SetParentModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::SetParentModelInstance(const CGrannyModelInstance* c_pParentModelInstance, int iBone)"
"src/EterGrnLib/ModelInstance.cpp","60","CGrannyModelInstance::IsEmpty","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModelInstance::IsEmpty()"
"src/EterGrnLib/ModelInstance.cpp","74","CGrannyModelInstance::CreateDeviceObjects","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool CGrannyModelInstance::CreateDeviceObjects()"
"src/EterGrnLib/ModelInstance.cpp","81","CGrannyModelInstance::DestroyDeviceObjects","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::DestroyDeviceObjects()"
"src/EterGrnLib/ModelInstance.cpp","86","CGrannyModelInstance::__Initialize","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::__Initialize()"
"src/EterGrnLib/ModelInstance.cpp","113","CGrannyModelInstance::CGrannyModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance::CGrannyModelInstance()"
"src/EterGrnLib/ModelInstance.cpp","119","CGrannyModelInstance::~CGrannyModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance::~CGrannyModelInstance()"
"src/EterGrnLib/ModelInstance.cpp","124","CGrannyModelInstance::~CGrannyModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CDynamicPool<CGrannyModelInstance> CGrannyModelInstance::ms_kPool;"
"src/EterGrnLib/ModelInstance.cpp","126","CGrannyModelInstance::New","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance* CGrannyModelInstance::New()"
"src/EterGrnLib/ModelInstance.cpp","131","CGrannyModelInstance::Delete","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::Delete(CGrannyModelInstance* pkInst)"
"src/EterGrnLib/ModelInstance.cpp","137","CGrannyModelInstance::DestroySystem","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyModelInstance::DestroySystem()"
"src/EterGrnLib/ModelInstance.h","10","CGrannyModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","class CGrannyModelInstance : public CGraphicCollisionObject"
"src/EterGrnLib/ModelInstance.h","21","CGrannyModelInstance::DestroySystem","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","static CGrannyModelInstance* New();"
"src/EterGrnLib/ModelInstance.h","22","CGrannyModelInstance::Delete","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","static void Delete(CGrannyModelInstance* pkInst);"
"src/EterGrnLib/ModelInstance.h","24","CGrannyModelInstance::Delete","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","static CDynamicPool<CGrannyModelInstance>		ms_kPool;"
"src/EterGrnLib/ModelInstance.h","29","FCreateDeviceObjects::operator","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void operator() (CGrannyModelInstance * pModelInstance)"
"src/EterGrnLib/ModelInstance.h","35","FDestroyDeviceObjects::operator","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void operator() (CGrannyModelInstance * pModelInstance)"
"src/EterGrnLib/ModelInstance.h","40","FDestroyDeviceObjects::operator","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance();"
"src/EterGrnLib/ModelInstance.h","41","FDestroyDeviceObjects::operator","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","virtual ~CGrannyModelInstance();"
"src/EterGrnLib/ModelInstance.h","71","FDestroyDeviceObjects::RenderWithoutTexture","CGrannyModel","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel* GetModel();"
"src/EterGrnLib/ModelInstance.h","78","FDestroyDeviceObjects::GetSkinningPalette","CGrannyMaterialPalette","Legacy instance API, model/skeleton/animation ownership and device lifecycle","C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMaterialPalette& GetStaticObjectMaterialPalette() { return m_kMtrlPal; }"
"src/EterGrnLib/ModelInstance.h","87","FDestroyDeviceObjects::SetMainModelPointer","CGrannyModel","Legacy instance API, model/skeleton/animation ownership and device lifecycle","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	SetMainModelPointer(CGrannyModel* pkModel, CGraphicVertexBuffer* pkSharedDefromableVertexBuffer);"
"src/EterGrnLib/ModelInstance.h","88","FDestroyDeviceObjects::SetLinkedModelPointer","CGrannyModel;CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","B;D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	SetLinkedModelPointer(CGrannyModel* pkModel, CGraphicVertexBuffer* pkSharedDefromableVertexBuffer, CGrannyModelInstance** ppkSkeletonInst, bool refreshLinkedLodBinding = false);"
"src/EterGrnLib/ModelInstance.h","91","FDestroyDeviceObjects::SetMotionPointer","CGrannyMotion","Legacy instance API, model/skeleton/animation ownership and device lifecycle","E","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	SetMotionPointer(const CGrannyMotion* pMotion, float blendTime=0.0f, int loopCount=0, float speedRatio=1.0f);"
"src/EterGrnLib/ModelInstance.h","92","FDestroyDeviceObjects::ChangeMotionPointer","CGrannyMotion","Legacy instance API, model/skeleton/animation ownership and device lifecycle","E","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	ChangeMotionPointer(const CGrannyMotion* pMotion, int loopCount=0, float speedRatio=1.0f);"
"src/EterGrnLib/ModelInstance.h","96","FDestroyDeviceObjects::CopyMotion","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","E","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	CopyMotion(CGrannyModelInstance * pModelInstance, bool bIsFreeSourceControl=false);"
"src/EterGrnLib/ModelInstance.h","115","FDestroyDeviceObjects::SetParentModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void			SetParentModelInstance(const CGrannyModelInstance* c_pParentModelInstance, const char * c_szBoneName);"
"src/EterGrnLib/ModelInstance.h","116","FDestroyDeviceObjects::SetParentModelInstance","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void			SetParentModelInstance(const CGrannyModelInstance* c_pParentModelInstance, int iBone);"
"src/EterGrnLib/ModelInstance.h","141","FDestroyDeviceObjects::__CreateWorldPose","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	__CreateWorldPose(CGrannyModelInstance* pkSrcModelInst);"
"src/EterGrnLib/ModelInstance.h","143","FDestroyDeviceObjects::__CreateMeshBindingVector","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","bool	__CreateMeshBindingVector(CGrannyModelInstance* pkDstModelInst);"
"src/EterGrnLib/ModelInstance.h","166","FDestroyDeviceObjects::RenderMeshNodeListWithOneTexture","CGrannyMaterial;CGrannyMesh","Legacy instance API, model/skeleton/animation ownership and device lifecycle","B;C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	RenderMeshNodeListWithOneTexture(CGrannyMesh::EType eMeshType, CGrannyMaterial::EType eMtrlType);"
"src/EterGrnLib/ModelInstance.h","167","FDestroyDeviceObjects::RenderMeshNodeListWithTwoTexture","CGrannyMaterial;CGrannyMesh","Legacy instance API, model/skeleton/animation ownership and device lifecycle","B;C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	RenderMeshNodeListWithTwoTexture(CGrannyMesh::EType eMeshType, CGrannyMaterial::EType eMtrlType);"
"src/EterGrnLib/ModelInstance.h","168","FDestroyDeviceObjects::RenderMeshNodeListWithoutTexture","CGrannyMaterial;CGrannyMesh","Legacy instance API, model/skeleton/animation ownership and device lifecycle","B;C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void	RenderMeshNodeListWithoutTexture(CGrannyMesh::EType eMeshType, CGrannyMaterial::EType eMtrlType);"
"src/EterGrnLib/ModelInstance.h","172","FDestroyDeviceObjects::RenderMeshNodeListWithoutTexture","CGrannyModel","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel *					m_pModel;"
"src/EterGrnLib/ModelInstance.h","174","FDestroyDeviceObjects::RenderMeshNodeListWithoutTexture","Granny","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","comment","// Granny Data"
"src/EterGrnLib/ModelInstance.h","182","FDestroyDeviceObjects::RenderMeshNodeListWithoutTexture","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","const CGrannyModelInstance *	mc_pParentInstance;"
"src/EterGrnLib/ModelInstance.h","191","FDestroyDeviceObjects::RenderMeshNodeListWithoutTexture","CGrannyMaterialPalette","Legacy instance API, model/skeleton/animation ownership and device lifecycle","C","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyMaterialPalette			m_kMtrlPal;"
"src/EterGrnLib/ModelInstance.h","212","FDestroyDeviceObjects::RenderMeshNodeListWithoutTexture","CGrannyModelInstance","Legacy instance API, model/skeleton/animation ownership and device lifecycle","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance** m_ppkSkeletonInst;"
"src/EterGrnLib/ModelInstanceCollisionDetection.cpp","2","file scope","Granny","Bone/mesh matrix collision and bounds queries","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","include","#include ""AssetRuntime/Granny/Native.h"""
