"File","Line","Class","Function","API","Category","NormalClientReachability","DiligentAlternative","M11Action","CallChain"
"src/EterLib/GrpScreen.cpp","798","CScreen","CScreen::SetColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","799","CScreen","CScreen::SetColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","800","CScreen","CScreen::SetColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","801","CScreen","CScreen::SetColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","806","CScreen","CScreen::SetDiffuseOperation","SetTexture","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","807","CScreen","CScreen::SetDiffuseOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","808","CScreen","CScreen::SetDiffuseOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","809","CScreen","CScreen::SetDiffuseOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","811","CScreen","CScreen::SetDiffuseOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","812","CScreen","CScreen::SetDiffuseOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","817","CScreen","CScreen::SetBlendOperation","SetTexture","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","818","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","819","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","820","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","821","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","822","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","823","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","824","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","825","CScreen","CScreen::SetBlendOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","830","CScreen","CScreen::SetOneColorOperation","SetTexture","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","831","CScreen","CScreen::SetOneColorOperation","SetTexture","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","833","CScreen","CScreen::SetOneColorOperation","SetRenderState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","834","CScreen","CScreen::SetOneColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","835","CScreen","CScreen::SetOneColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","840","CScreen","CScreen::SetAddColorOperation","SetRenderState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","841","CScreen","CScreen::SetAddColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","842","CScreen","CScreen::SetAddColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","843","CScreen","CScreen::SetAddColorOperation","SetTextureStageState","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpScreen.cpp","848","CScreen","CScreen::Identity","SetTransform","G","yes: shared runtime, wrapper or resource declaration","M9 UI primitive / M11 lens-flare bridges; debug excluded","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","grp/UI/world/debug callers -> CScreen primitives; per-function exceptions below"
"src/EterLib/GrpShadowTexture.cpp","38","CGraphicShadowTexture","CGraphicShadowTexture::Create","CreateTexture","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","44","CGraphicShadowTexture","CGraphicShadowTexture::Create","CreateDepthStencilSurface","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","52","CGraphicShadowTexture","CGraphicShadowTexture::Set","SetTexture","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","60","CGraphicShadowTexture","CGraphicShadowTexture::GetD3DTexture","LPDIRECT3DTEXTURE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","69","CGraphicShadowTexture","CGraphicShadowTexture::Begin","GetRenderTarget","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","70","CGraphicShadowTexture","CGraphicShadowTexture::Begin","GetDepthStencilSurface","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","71","CGraphicShadowTexture","CGraphicShadowTexture::Begin","GetViewport","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","73","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SetDepthStencilSurface","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","74","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SetRenderTarget","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","84","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SetViewport","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","85","CGraphicShadowTexture","CGraphicShadowTexture::Begin","BeginScene","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","89","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","90","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","91","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","92","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","93","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","95","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SetTexture","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","96","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","97","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","98","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","99","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","100","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","101","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","103","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","104","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","105","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","106","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","107","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","109","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SetTexture","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","110","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","111","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","112","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","113","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","114","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","115","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","117","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","118","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","119","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","120","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","121","CGraphicShadowTexture","CGraphicShadowTexture::Begin","SaveSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","129","CGraphicShadowTexture","CGraphicShadowTexture::End","EndScene","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","131","CGraphicShadowTexture","CGraphicShadowTexture::End","SetDepthStencilSurface","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","132","CGraphicShadowTexture","CGraphicShadowTexture::End","SetRenderTarget","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","133","CGraphicShadowTexture","CGraphicShadowTexture::End","SetViewport","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","141","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","142","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","143","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","144","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","145","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreRenderState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","147","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","148","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","149","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","150","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","151","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","152","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","154","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","155","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","156","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","157","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","158","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","160","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","161","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","162","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","163","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","164","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","165","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreTextureStageState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","167","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","168","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","169","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","170","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.cpp","171","CGraphicShadowTexture","CGraphicShadowTexture::End","RestoreSamplerState","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.h","20","CGraphicShadowTexture","declaration/global","LPDIRECT3DTEXTURE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.h","29","CGraphicShadowTexture","declaration/global","LPDIRECT3DTEXTURE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.h","30","CGraphicShadowTexture","declaration/global","LPDIRECT3DSURFACE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.h","31","CGraphicShadowTexture","declaration/global","LPDIRECT3DSURFACE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.h","33","CGraphicShadowTexture","declaration/global","LPDIRECT3DSURFACE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpShadowTexture.h","34","CGraphicShadowTexture","declaration/global","LPDIRECT3DSURFACE9","F","no active normal render caller","not required","Retain inactive library/helper; no feature invented","CGraphicShadowTexture: no external instantiation/caller in src"
"src/EterLib/GrpTextInstance.cpp","563","CGraphicTextInstance","CGraphicTextInstance::Render","LPDIRECT3DTEXTURE9","G","yes: shared runtime, wrapper or resource declaration","M10 text renderer","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","PythonWindow/textTail -> CGraphicTextInstance -> TextRenderBridge; font atlas owner"
"src/EterLib/GrpTextInstance.cpp","564","CGraphicTextInstance","CGraphicTextInstance::Render","LPDIRECT3DTEXTURE9","G","yes: shared runtime, wrapper or resource declaration","M10 text renderer","Keep parallel Legacy path; CPU state and Diligent submission in selected backend","PythonWindow/textTail -> CGraphicTextInstance -> TextRenderBridge; font atlas owner"
